TransactionID,Time,Amount,TransactionType,AccountBalance,Age,Location,PreviousFrauds,Fraud
2457,9496,4860.42,ATM Withdrawal,41597.8,30,Rural,0,0
4723,70744,2771.09,Online,39340.71,18,Rural,4,0
2985,49678,323.44,ATM Withdrawal,64253.72,28,Rural,1,0
1570,76919,2671.16,Online,212.75,18,Suburban,2,0
1035,85451,1062.22,ATM Withdrawal,38810.99,38,Urban,1,0
3519,38342,3266.28,In-store,48242.64,45,Rural,3,0
1558,82197,1965.15,ATM Withdrawal,38977.13,28,Suburban,0,0
3625,45671,2345.73,ATM Withdrawal,44896.78,56,Urban,0,0
4665,45838,2715.09,In-store,83296.39,76,Rural,3,0
151,15707,2155.49,Online,62510.81,72,Urban,2,0
1421,34636,1212.04,ATM Withdrawal,73817.34,42,Suburban,1,1
2012,23171,384.9,Online,10489.16,26,Urban,0,0
2687,13140,3511.92,Online,89061.2,61,Urban,0,0
1787,22015,3271.45,In-store,6279.96,21,Rural,4,0
89,67563,2658.77,Online,35618.8,74,Urban,0,0
458,35195,4620.61,In-store,80185.61,45,Suburban,1,0
1306,20491,572.07,ATM Withdrawal,81800.55,22,Suburban,3,0
2926,78610,2032.63,Online,69616.78,57,Suburban,4,0
3271,77988,678.34,Online,5085.4,66,Urban,1,0
3228,42261,1731.2,In-store,78256.41,59,Rural,3,0
1989,39310,2370.91,In-store,75626.06,50,Rural,3,0
3755,5722,744.02,Online,42819.98,24,Urban,0,0
3647,32793,2771.95,In-store,34173.11,65,Urban,4,0
832,10267,128.82,ATM Withdrawal,12996.16,21,Urban,3,0
240,72694,1560.25,Online,74830.6,56,Urban,3,0
4682,82956,3714.75,Online,68516.82,24,Rural,3,1
3023,5410,2899.45,Online,12658.92,19,Urban,0,1
3149,36027,1911.8,In-store,34502.25,39,Rural,0,0
1947,3726,2262.38,Online,11007.98,30,Rural,1,0
2776,85120,1294.27,In-store,67009.91,60,Rural,0,0
193,12688,32.28,In-store,17905.62,47,Rural,2,0
4850,53664,1298.79,ATM Withdrawal,87740.3,75,Rural,4,0
4940,55805,1293.24,In-store,6670.2,18,Rural,0,1
945,58596,2394.05,Online,35888.34,54,Urban,1,0
1269,31987,2040.04,ATM Withdrawal,95152.58,42,Urban,4,0
4232,69463,283.36,In-store,94517.24,75,Suburban,2,0
2308,30620,1380.47,In-store,16902.26,74,Rural,2,0
4425,81471,555.49,In-store,73824.84,34,Rural,3,0
4712,79675,433.04,ATM Withdrawal,69455.27,51,Rural,1,0
2314,32784,1431.16,ATM Withdrawal,53248.15,73,Urban,1,0
3215,30403,3469.69,In-store,53244.07,29,Urban,1,0
2733,50729,1034.01,Online,88387.48,25,Suburban,0,0
1927,5704,1295.55,Online,44630.59,63,Urban,3,0
4228,57620,313.18,In-store,18031.51,55,Suburban,4,0
4677,55863,4559.45,In-store,50777.85,43,Urban,3,0
801,52796,4018.97,ATM Withdrawal,79727.97,28,Urban,2,0
3672,47118,976.35,In-store,66459.47,23,Urban,3,0
4194,28927,1296.82,Online,60156.14,31,Suburban,1,0
2969,44900,2170.01,Online,44647.8,36,Urban,2,0
4794,19800,874.37,In-store,37566.63,32,Suburban,1,0
4369,36945,1527.86,In-store,55331.65,24,Suburban,1,0
2777,65031,130.45,In-store,32439.25,34,Urban,4,0
2971,7851,4998.76,Online,48545.41,70,Urban,2,0
3868,38402,3201.33,ATM Withdrawal,32518.03,69,Urban,2,0
1744,72715,3824.12,In-store,71174.28,46,Rural,3,0
3949,18287,2108.35,ATM Withdrawal,95115.71,54,Suburban,0,0
3803,78532,1856.16,In-store,28243.48,29,Rural,1,0
2025,12149,3908.86,Online,94494.41,32,Urban,0,0
2275,62646,2646.81,ATM Withdrawal,54525.72,25,Urban,4,0
100,26854,3550.86,Online,93603.71,24,Suburban,4,0
4922,1961,2298.02,In-store,2501.37,54,Urban,1,0
3408,12449,2357.36,ATM Withdrawal,24317.97,52,Rural,3,0
4246,59500,2272.66,In-store,24597.44,75,Rural,3,0
4620,14995,1378.01,Online,74885.31,75,Urban,1,0
4917,25954,30.61,Online,99009.63,36,Rural,0,0
192,52662,2831.51,In-store,9232.3,30,Rural,2,0
4697,44673,3606.57,In-store,20307.85,64,Urban,4,0
1785,31860,3945.69,ATM Withdrawal,96478.78,22,Urban,2,0
1533,48845,2437.54,ATM Withdrawal,79840.56,27,Suburban,2,0
2835,45096,286.42,ATM Withdrawal,63834.14,78,Suburban,0,1
4445,76509,1246.77,Online,46684.59,52,Rural,4,0
4916,71762,1466.49,Online,2342.45,51,Suburban,4,0
1599,78797,3983.43,In-store,65715.07,66,Urban,4,0
1780,80818,4661.81,Online,10464.57,46,Urban,1,0
4901,61413,1994.81,ATM Withdrawal,18544.26,40,Rural,3,0
2575,6397,744.89,In-store,43898.04,58,Urban,1,0
3399,67628,3263.36,Online,28801.25,59,Urban,4,1
3976,70533,2597.47,ATM Withdrawal,92914.18,25,Urban,1,0
3771,85744,3019.12,ATM Withdrawal,3039.66,79,Urban,2,0
167,34766,4025.01,ATM Withdrawal,42344.72,32,Urban,2,0
1752,52579,1483.39,ATM Withdrawal,72451.65,29,Urban,0,0
1480,58762,153.05,Online,14175.87,28,Rural,2,0
1025,814,3804.67,Online,53747.21,59,Urban,2,0
1789,43585,375.73,Online,2501.45,75,Urban,0,0
2265,71229,2256.97,ATM Withdrawal,43304.82,39,Urban,0,0
2474,79578,1436.54,Online,35185.64,50,Suburban,4,0
1823,67649,286.41,Online,58493.7,34,Suburban,3,1
1221,61268,3071.05,ATM Withdrawal,40667.02,26,Rural,2,0
1667,26589,345.57,ATM Withdrawal,43261.9,64,Urban,0,0
2961,65087,2210.1,In-store,40098.03,65,Urban,2,0
153,44262,991.28,Online,21061.68,61,Urban,4,0
2535,62539,3642.38,ATM Withdrawal,5244.88,62,Urban,3,0
4689,38225,1544.93,Online,90791.83,30,Urban,1,0
1979,81709,2446.71,Online,14195.67,39,Suburban,1,0
1470,83560,2218.37,Online,29895.89,69,Urban,1,0
2808,24217,1699.12,In-store,41933.57,73,Suburban,0,0
2513,27766,3723.24,In-store,89918.99,33,Urban,4,0
2944,71363,4444.39,In-store,21227.93,21,Rural,1,0
2981,32174,2326.56,Online,11252.51,68,Urban,2,0
4823,76474,2485.95,In-store,22420.39,28,Rural,2,0
3018,24000,1274.05,Online,96791.98,62,Suburban,1,0
1567,73609,4711.91,ATM Withdrawal,97924.57,34,Rural,2,0
32,35773,137.22,ATM Withdrawal,61514.26,32,Rural,2,0
938,73698,3732.07,ATM Withdrawal,25420.02,42,Rural,2,0
1216,55961,2578.87,Online,23153.76,63,Suburban,1,0
1938,4114,2345.83,In-store,63063.23,55,Urban,1,0
1130,25522,3573.76,ATM Withdrawal,64223.12,56,Urban,2,0
310,33828,610.92,ATM Withdrawal,79128.11,32,Rural,3,0
4902,1051,4522.1,Online,76027.58,43,Urban,2,0
2169,61929,1345.02,In-store,67879.01,22,Suburban,3,0
3114,46619,2385.76,In-store,96688.54,47,Rural,0,0
496,65510,1313.09,ATM Withdrawal,84285.22,55,Suburban,1,0
206,15708,1297.68,Online,12097.06,20,Suburban,3,0
2674,7521,474.31,In-store,38768.97,45,Urban,3,0
3358,81442,4588.88,In-store,42663.03,50,Suburban,2,0
3831,20954,4028.93,ATM Withdrawal,38774.38,48,Urban,1,0
306,43525,3261.52,Online,82644.3,67,Urban,2,0
3794,86120,3111.96,ATM Withdrawal,25705.64,69,Urban,0,0
2202,73965,1368.44,Online,80788.29,26,Urban,4,0
1062,39282,1050.28,In-store,30710.53,30,Urban,3,0
844,26734,1369.22,ATM Withdrawal,7759.57,27,Urban,0,0
3873,77787,101.24,ATM Withdrawal,45783.7,44,Urban,4,1
2252,54823,3081.3,Online,1149.75,69,Suburban,3,0
212,11411,1437.35,ATM Withdrawal,54751.42,55,Suburban,4,0
3998,86328,3747.83,ATM Withdrawal,42340.05,21,Suburban,1,0
680,404,3261.72,Online,61438.11,79,Suburban,4,0
566,28295,997.86,Online,47684.98,37,Rural,2,0
3291,7684,4622.55,ATM Withdrawal,88041.74,24,Rural,1,0
4355,43442,2377.01,Online,65083.29,21,Rural,2,0
681,40943,2298.76,In-store,21428.39,53,Suburban,3,0
181,85616,1069.28,ATM Withdrawal,88521.99,30,Urban,1,0
4280,69166,3214.23,In-store,94974.45,47,Urban,4,0
2496,82617,4177.87,ATM Withdrawal,86383.28,43,Rural,3,0
2317,64641,4585.47,Online,63531.88,34,Urban,1,0
4274,72617,3529.71,Online,50627.75,48,Rural,1,0
279,45525,1268.67,Online,54695.86,37,Rural,1,0
3684,44254,3055.19,Online,81398.84,78,Urban,2,0
4763,33037,4084.97,In-store,97817.5,22,Suburban,0,0
433,59101,4877.39,ATM Withdrawal,50422.9,53,Rural,4,0
290,30746,467.26,ATM Withdrawal,18956.97,35,Urban,3,0
1028,75993,594.18,ATM Withdrawal,58872.55,48,Rural,2,0
536,60566,4938.76,ATM Withdrawal,15150.91,45,Suburban,2,0
3632,21607,448.51,Online,71819.65,21,Rural,3,0
189,26309,1240.12,In-store,5000.93,27,Rural,0,0
2175,45033,3710.37,Online,69068.72,42,Rural,0,0
3916,11156,2912.4,Online,17538.09,35,Urban,0,0
1863,281,1015.06,ATM Withdrawal,20246.98,76,Rural,3,0
271,3987,3224.66,Online,27082.57,47,Suburban,4,0
1729,61550,3262.73,Online,32311.88,77,Urban,2,0
4076,36963,2561.99,ATM Withdrawal,12428.38,36,Suburban,3,1
2158,38067,4979.97,In-store,77424.69,76,Suburban,4,0
3932,32934,460.83,Online,62109.02,36,Urban,1,0
112,63335,457.78,In-store,37537.62,67,Urban,0,1
2385,59765,3649.89,ATM Withdrawal,51545.88,66,Suburban,3,1
221,37504,2764.26,In-store,25275.37,58,Suburban,2,0
628,21447,3644.2,In-store,16242.59,38,Rural,1,0
1182,31419,1096.41,ATM Withdrawal,92778.44,22,Urban,2,0
3382,20131,3685.58,ATM Withdrawal,6228.62,59,Suburban,3,0
2423,23911,7.34,In-store,34793.0,71,Rural,1,0
791,81818,124.07,ATM Withdrawal,79132.3,24,Suburban,0,0
4276,21113,3262.77,In-store,95631.53,62,Rural,3,0
462,69449,4832.77,ATM Withdrawal,38563.04,23,Rural,2,0
4403,64712,1474.28,ATM Withdrawal,98537.23,27,Rural,1,0
552,82873,1134.23,Online,56032.63,78,Rural,4,0
3130,67534,4006.02,ATM Withdrawal,39652.95,58,Suburban,3,0
1445,66262,3319.05,Online,40586.43,33,Suburban,0,0
199,34698,2566.4,Online,97330.69,52,Urban,0,0
2590,2096,2518.06,Online,10754.84,74,Suburban,4,0
403,20056,2445.69,ATM Withdrawal,29697.36,75,Rural,0,0
3960,71569,3635.16,ATM Withdrawal,56921.69,75,Rural,1,0
4190,10751,3021.05,ATM Withdrawal,29509.55,76,Urban,3,0
4764,1630,638.75,ATM Withdrawal,26388.71,73,Suburban,4,0
2096,68008,2891.51,Online,15006.19,66,Rural,4,0
2901,22010,218.12,In-store,69382.04,43,Urban,3,0
4463,51877,1641.02,Online,41563.04,78,Suburban,2,0
651,5713,3088.03,ATM Withdrawal,16329.78,46,Urban,1,0
709,36187,1273.45,In-store,49242.45,58,Rural,4,0
1481,50106,3634.66,Online,85370.28,71,Rural,1,0
4415,41003,602.13,ATM Withdrawal,7553.86,78,Urban,1,0
3066,44363,2572.75,ATM Withdrawal,99509.99,56,Urban,2,0
2396,45000,798.54,Online,23018.26,43,Urban,3,0
1770,30027,1100.09,ATM Withdrawal,58261.87,47,Suburban,0,0
315,66235,2971.12,Online,35894.11,62,Rural,3,0
3762,68323,1462.78,Online,62617.2,32,Suburban,1,0
4910,307,1547.85,Online,16172.25,34,Suburban,2,0
114,24538,216.22,ATM Withdrawal,69399.01,30,Rural,4,0
961,11954,3720.4,Online,82437.87,75,Urban,4,0
2911,53330,1039.74,ATM Withdrawal,54003.61,31,Urban,1,0
3406,71312,2428.0,Online,70574.34,45,Rural,4,0
1624,82711,2998.39,In-store,28286.0,26,Suburban,1,0
3323,22190,1608.39,In-store,78961.85,49,Suburban,4,0
5000,75414,1393.56,In-store,90639.01,35,Rural,4,0
1819,47064,4084.63,ATM Withdrawal,50698.96,54,Rural,1,0
3195,19799,3213.5,ATM Withdrawal,76576.58,51,Urban,1,0
3008,85925,3891.92,Online,37414.86,73,Rural,2,0
3415,17622,3787.98,Online,47093.72,36,Urban,1,0
4529,25525,4965.78,In-store,68053.27,53,Urban,1,0
1898,10225,4769.73,ATM Withdrawal,1607.29,23,Suburban,3,0
1919,19508,4640.14,ATM Withdrawal,84108.4,22,Rural,4,0
1271,12112,682.72,ATM Withdrawal,78791.42,53,Urban,2,0
4177,20025,4132.44,In-store,49616.87,65,Urban,2,0
4963,20566,802.44,In-store,25410.27,42,Rural,4,0
4884,25068,41.98,In-store,10968.71,46,Suburban,1,0
4095,62912,1644.54,ATM Withdrawal,16560.8,30,Suburban,1,0
3160,64047,1914.26,In-store,31911.29,56,Urban,1,0
1814,4648,4657.46,In-store,7570.85,57,Rural,4,0
2427,57941,3836.63,Online,26377.48,38,Urban,0,0
3951,34998,2313.98,In-store,86910.32,53,Urban,2,0
4429,26069,4734.27,In-store,99681.82,20,Suburban,2,0
2143,56273,2149.79,ATM Withdrawal,57076.21,35,Rural,4,0
1627,23019,3450.93,In-store,2782.11,74,Suburban,0,0
790,51745,4516.21,ATM Withdrawal,88159.33,54,Rural,3,0
3787,63232,1963.55,In-store,4282.09,66,Urban,0,0
1865,80896,2707.27,Online,2188.54,68,Urban,2,0
2866,21447,453.39,In-store,25737.02,70,Rural,2,0
872,77149,1536.42,ATM Withdrawal,41531.79,58,Urban,2,0
3272,58342,2238.4,ATM Withdrawal,55631.55,64,Urban,3,0
3834,82190,4441.16,Online,91960.58,35,Suburban,4,0
74,24300,2561.99,ATM Withdrawal,49222.09,74,Suburban,4,0
1753,70316,1326.3,In-store,89550.83,36,Suburban,0,0
1422,80097,1018.24,In-store,31683.45,27,Urban,1,0
4222,12356,3677.45,In-store,35928.7,63,Urban,1,0
4694,15735,279.69,Online,21482.57,68,Urban,0,0
4370,47937,3906.5,In-store,57616.32,26,Suburban,1,0
4576,46646,3813.09,Online,26661.26,31,Suburban,2,0
3810,76057,4123.31,In-store,17391.15,77,Urban,4,0
2245,50331,4815.51,Online,92494.74,44,Suburban,0,0
3048,35634,300.57,In-store,71906.04,76,Urban,0,0
2446,27044,1897.04,ATM Withdrawal,42363.58,20,Urban,0,0
495,70640,903.41,ATM Withdrawal,17477.39,37,Urban,2,0
3131,31705,1886.52,ATM Withdrawal,95428.28,55,Urban,1,0
4322,39082,1238.57,In-store,38137.75,44,Urban,4,0
4398,55612,4911.97,Online,39420.23,48,Suburban,2,0
1165,84458,4164.85,Online,70433.7,63,Urban,4,0
3735,45242,4808.05,In-store,41963.93,21,Urban,4,0
1731,26630,2231.41,ATM Withdrawal,51832.35,77,Urban,0,0
4813,69504,726.02,ATM Withdrawal,52471.24,59,Suburban,3,0
2403,77425,2539.25,In-store,84673.47,24,Urban,3,0
3404,70721,674.6,ATM Withdrawal,37199.17,53,Rural,1,0
619,52736,2258.38,ATM Withdrawal,36398.39,65,Urban,1,0
1698,49153,1129.97,ATM Withdrawal,22181.41,47,Urban,2,0
3594,51374,1490.99,Online,60069.02,54,Suburban,0,1
1958,76743,274.41,In-store,43551.06,36,Suburban,4,0
1222,38243,1629.8,In-store,87328.62,78,Suburban,4,0
2074,65108,962.54,ATM Withdrawal,52496.47,34,Rural,0,0
3411,46092,1274.58,ATM Withdrawal,76690.58,79,Urban,2,0
870,72303,3125.27,Online,21662.09,30,Rural,4,0
2719,14939,2057.24,ATM Withdrawal,21372.66,47,Suburban,2,0
1043,52329,2519.04,ATM Withdrawal,92941.92,20,Suburban,0,0
1362,6640,4254.91,ATM Withdrawal,3331.29,19,Urban,0,0
357,32097,2212.39,ATM Withdrawal,82150.81,73,Rural,2,0
1163,75039,3625.83,ATM Withdrawal,23538.76,55,Urban,3,1
2766,84742,2595.59,In-store,54562.83,65,Urban,3,0
3253,25879,4044.16,ATM Withdrawal,55344.36,77,Urban,2,0
1439,55554,1213.48,In-store,63861.27,73,Urban,2,0
3604,51955,3889.94,ATM Withdrawal,61249.75,69,Suburban,1,0
4941,31349,4503.43,ATM Withdrawal,94496.38,56,Rural,2,0
4594,9941,3446.53,ATM Withdrawal,23017.12,63,Suburban,4,0
3640,49429,965.73,In-store,11362.46,44,Rural,3,0
1254,53276,2411.89,ATM Withdrawal,72427.59,60,Urban,4,0
3366,84761,232.97,In-store,23218.12,52,Suburban,3,0
333,35777,124.4,Online,67808.27,18,Urban,1,0
3695,47153,101.21,Online,63269.03,33,Urban,1,0
3569,31881,3098.22,Online,93805.41,45,Urban,1,0
2729,13565,2798.52,Online,2311.78,24,Rural,4,0
3668,35063,4212.01,Online,31198.85,28,Suburban,2,0
1631,39341,804.01,ATM Withdrawal,89389.36,41,Urban,1,0
1117,42460,1011.54,In-store,94779.9,28,Suburban,4,0
1850,26155,2635.72,Online,3186.62,21,Suburban,3,0
3555,4213,282.18,ATM Withdrawal,60542.59,64,Rural,3,0
3154,52395,2558.44,ATM Withdrawal,24238.26,70,Rural,2,0
3266,57169,4663.92,Online,85537.51,46,Urban,4,0
1666,60112,595.99,In-store,30267.99,30,Rural,4,0
446,4611,2724.32,ATM Withdrawal,68470.1,63,Urban,1,0
2246,28141,4587.81,In-store,92045.6,41,Suburban,3,0
453,66387,3852.47,Online,62593.09,78,Urban,2,0
1552,42207,320.44,In-store,99475.23,20,Urban,0,0
4435,51727,4490.72,Online,30306.67,65,Urban,4,0
2955,74813,2083.76,In-store,93594.01,37,Rural,0,0
15,59735,3917.72,ATM Withdrawal,32470.39,79,Rural,2,0
3629,33870,2478.96,ATM Withdrawal,8436.87,77,Urban,2,0
946,30523,4310.52,ATM Withdrawal,9992.04,33,Rural,2,0
248,6295,528.85,In-store,68219.11,57,Urban,0,0
4698,45066,3385.85,Online,31059.23,19,Urban,1,0
361,49726,4186.48,In-store,30675.24,67,Urban,0,0
4657,48225,2100.27,In-store,7769.0,68,Urban,4,0
1615,5626,2251.1,In-store,95488.44,71,Suburban,1,0
2304,72930,1644.47,In-store,27454.68,51,Rural,4,0
4142,53053,541.28,ATM Withdrawal,69617.38,73,Urban,1,0
3169,81926,735.93,Online,33662.33,78,Suburban,3,0
2479,37900,4588.09,ATM Withdrawal,31367.47,55,Urban,4,0
4215,31174,3043.31,ATM Withdrawal,91613.26,70,Suburban,4,0
4181,83961,1221.08,ATM Withdrawal,19281.78,64,Urban,4,0
4885,65727,4494.18,Online,60260.63,61,Urban,0,0
3164,83555,2688.88,Online,16120.55,54,Rural,3,0
491,83042,2075.39,Online,56323.27,34,Urban,4,0
863,17260,1447.92,ATM Withdrawal,19473.13,24,Suburban,3,1
1741,36877,2193.81,Online,50776.56,56,Suburban,2,0
4100,65618,1122.14,ATM Withdrawal,85734.04,18,Rural,2,0
4386,2890,4688.77,In-store,55362.35,63,Urban,0,0
2448,66912,883.02,ATM Withdrawal,13554.01,33,Suburban,1,0
4231,14387,3370.36,ATM Withdrawal,37909.66,60,Rural,0,0
507,68450,210.78,Online,24545.71,59,Suburban,4,0
2678,46760,313.34,Online,21984.75,50,Suburban,0,0
2996,31259,3017.42,In-store,40423.19,63,Rural,3,0
1943,17772,2574.41,Online,72987.67,55,Rural,1,0
1223,57384,959.49,Online,3313.03,52,Suburban,0,0
1114,2717,3626.71,ATM Withdrawal,89661.33,22,Urban,3,0
1906,28625,74.22,In-store,11130.4,58,Urban,4,0
3424,33204,4375.06,ATM Withdrawal,59174.26,52,Rural,0,0
1878,1239,1529.76,In-store,44312.82,18,Urban,1,0
4673,75831,4482.47,Online,51881.25,27,Rural,1,0
434,26646,2371.35,ATM Withdrawal,16261.16,51,Rural,0,0
2365,61063,3702.15,In-store,90677.65,78,Suburban,1,0
3155,39758,795.46,In-store,69205.4,34,Urban,3,0
2836,71986,3364.46,ATM Withdrawal,85198.76,72,Suburban,2,0
2093,31367,1759.25,Online,35050.25,38,Rural,0,0
3011,26512,2821.85,In-store,64760.73,69,Suburban,3,0
3163,66677,2965.32,Online,87687.31,65,Urban,1,0
2946,8259,176.75,In-store,12671.29,30,Suburban,1,0
3917,11108,635.09,ATM Withdrawal,98759.82,57,Suburban,2,0
2917,5075,2411.97,Online,86577.19,57,Rural,2,0
1103,75452,966.61,ATM Withdrawal,39923.57,24,Suburban,2,0
1449,18297,2886.5,Online,90898.01,45,Rural,2,0
1721,83976,2734.86,ATM Withdrawal,91382.19,56,Rural,0,0
4519,23386,4780.71,In-store,3128.63,68,Rural,1,0
3843,47068,3382.27,In-store,74532.75,53,Urban,3,0
157,61373,2484.98,In-store,43148.96,47,Rural,3,0
2979,49879,888.61,In-store,17715.45,76,Rural,4,0
1774,74131,1934.1,ATM Withdrawal,52516.67,57,Rural,1,0
616,52528,1652.63,In-store,67016.35,68,Rural,0,0
644,55284,4839.05,ATM Withdrawal,39016.36,25,Suburban,2,0
1936,29165,951.95,Online,32088.78,57,Suburban,4,0
4278,29345,1792.45,In-store,40585.15,65,Rural,3,0
1069,39224,3530.08,Online,8640.31,55,Rural,4,0
4455,49522,1621.93,In-store,38306.13,27,Suburban,3,0
4155,7610,4887.14,In-store,9818.41,28,Rural,4,0
4240,84774,1360.74,In-store,12299.05,24,Urban,4,0
4869,15549,4636.11,ATM Withdrawal,81565.68,33,Urban,3,0
331,11093,2960.49,Online,20273.62,19,Urban,2,0
2058,80532,4455.22,Online,54285.16,45,Urban,1,0
2647,50601,515.42,In-store,52413.6,26,Suburban,2,0
2192,5656,4068.74,ATM Withdrawal,44144.02,78,Suburban,4,0
623,24504,3784.03,In-store,43392.23,37,Urban,4,0
1596,23411,162.91,Online,13640.55,53,Urban,1,0
2916,59675,1420.11,Online,45171.67,63,Rural,2,0
4822,66670,7.78,Online,44910.63,71,Suburban,2,0
3899,57615,2614.13,ATM Withdrawal,3162.88,70,Rural,2,0
1920,42287,827.94,ATM Withdrawal,14707.53,35,Urban,2,0
4174,18257,395.82,Online,65049.16,64,Urban,3,0
4478,75542,517.79,Online,67402.49,69,Rural,2,0
756,19963,2180.54,ATM Withdrawal,87200.45,34,Rural,2,0
519,16779,2792.2,In-store,40194.67,22,Rural,0,0
3804,56575,3600.79,Online,21108.49,37,Urban,3,0
33,67435,2618.41,In-store,83768.18,29,Urban,0,0
2938,59711,770.66,In-store,16986.85,52,Urban,1,0
1158,79111,4586.19,ATM Withdrawal,31384.8,69,Suburban,1,0
745,83251,1581.07,ATM Withdrawal,26905.77,51,Rural,4,0
1498,84082,48.71,In-store,22269.37,62,Urban,2,0
3460,54238,823.73,ATM Withdrawal,80415.52,55,Rural,4,0
3756,27413,2281.34,ATM Withdrawal,12531.64,65,Rural,3,0
2592,26201,4579.76,Online,57371.34,28,Rural,4,0
784,36668,665.51,In-store,61362.8,22,Suburban,4,0
3494,85716,617.3,Online,86119.4,71,Urban,1,0
2950,54869,2748.87,ATM Withdrawal,36616.33,56,Urban,0,0
230,30306,628.7,ATM Withdrawal,84962.85,21,Rural,1,0
858,54553,422.19,In-store,48276.93,79,Rural,2,0
2267,80354,2266.88,In-store,7965.46,72,Rural,4,0
4275,41458,4558.28,ATM Withdrawal,65078.78,52,Urban,4,0
409,29375,3333.42,In-store,73382.48,30,Urban,3,0
171,54384,384.96,ATM Withdrawal,87991.83,49,Suburban,1,0
541,21545,2348.12,Online,44091.88,35,Urban,2,0
2211,17347,2997.19,Online,79269.49,37,Rural,1,0
2305,14056,1391.28,Online,98547.06,53,Rural,3,0
2568,57418,4341.15,ATM Withdrawal,80785.44,70,Rural,1,0
614,71726,2624.98,In-store,79351.95,27,Rural,1,0
2102,68011,3506.02,Online,88238.73,38,Suburban,2,0
1809,49153,2318.65,ATM Withdrawal,85085.71,37,Suburban,1,0
3439,31921,537.96,Online,25300.72,63,Urban,3,0
1162,31821,1561.65,ATM Withdrawal,88266.68,67,Rural,0,0
4226,21225,510.66,In-store,87218.14,22,Rural,4,0
3120,30373,4007.9,ATM Withdrawal,49948.2,59,Rural,4,0
3653,74218,1081.41,In-store,69116.03,73,Urban,1,0
1611,53331,3535.07,In-store,67671.32,44,Rural,4,0
1933,66024,1116.21,Online,124.04,67,Urban,4,0
3028,6796,4090.7,ATM Withdrawal,38756.58,47,Urban,1,0
565,26962,2206.31,In-store,74303.39,45,Suburban,3,0
3572,51813,2783.85,In-store,79331.76,29,Suburban,1,0
4248,56358,1068.62,ATM Withdrawal,63893.42,48,Rural,4,0
2389,60703,1024.39,ATM Withdrawal,71888.31,64,Rural,4,0
1472,43642,1475.43,ATM Withdrawal,99017.5,27,Suburban,0,0
2631,5347,1496.94,In-store,94432.46,67,Suburban,3,0
1836,19816,2864.23,ATM Withdrawal,60877.58,20,Urban,0,0
4929,48847,4317.87,Online,142.27,71,Urban,1,0
3476,70812,3142.49,In-store,45572.82,62,Suburban,2,0
1534,57932,4726.91,Online,61588.74,25,Urban,1,0
4328,30698,4811.54,ATM Withdrawal,81663.16,63,Urban,3,0
2485,26832,953.69,ATM Withdrawal,5754.59,71,Rural,1,0
4208,31781,1616.03,In-store,1444.18,37,Urban,4,0
1173,16032,2230.33,In-store,22848.18,45,Urban,3,0
1428,56979,1195.83,In-store,93987.84,79,Urban,4,0
326,66105,2463.5,Online,34935.11,24,Rural,1,0
1052,13718,4149.28,In-store,39752.94,35,Suburban,3,0
3320,69338,3271.5,ATM Withdrawal,76882.78,32,Suburban,1,0
4722,41185,4345.74,ATM Withdrawal,98055.33,21,Urban,2,0
3865,85076,1779.51,In-store,19567.42,46,Urban,0,0
2604,7531,3451.17,ATM Withdrawal,85537.87,75,Suburban,0,0
1739,56446,4498.82,In-store,41353.99,39,Urban,2,0
1197,29975,3403.68,In-store,92132.69,33,Suburban,0,0
621,19087,4920.17,ATM Withdrawal,29934.74,37,Suburban,2,0
1375,75532,3349.1,In-store,12506.33,66,Urban,4,0
2880,53798,328.83,Online,37158.37,24,Urban,2,0
1190,33572,1979.49,In-store,67982.78,76,Suburban,3,1
329,72991,1990.02,Online,45447.88,29,Urban,2,0
649,34349,848.35,In-store,52157.51,31,Rural,3,0
898,42101,1631.21,ATM Withdrawal,45661.39,75,Rural,1,0
3883,60957,3631.22,ATM Withdrawal,864.36,61,Rural,3,0
1124,28865,1228.51,In-store,24915.72,77,Urban,1,0
1892,32556,2486.65,Online,19158.34,77,Urban,4,0
4644,33998,3152.36,ATM Withdrawal,29201.61,69,Urban,0,0
4792,12100,4763.26,ATM Withdrawal,74324.23,21,Urban,0,0
4530,79818,3791.75,In-store,62180.79,48,Urban,3,0
4235,48516,1994.71,Online,2612.9,23,Suburban,4,0
1594,75932,145.69,Online,13681.2,64,Suburban,4,0
3313,62154,2410.45,ATM Withdrawal,16725.38,48,Suburban,4,0
2548,33937,3343.69,ATM Withdrawal,78705.43,23,Urban,0,1
1546,63852,2938.55,Online,163.88,41,Urban,3,0
4337,14671,1655.75,Online,89177.44,68,Suburban,1,0
1024,55318,104.77,Online,80447.68,42,Rural,3,0
1972,53551,659.9,Online,10692.12,66,Suburban,1,0
4989,60281,132.46,ATM Withdrawal,85252.17,65,Rural,0,0
1715,62768,2846.92,In-store,21139.19,46,Urban,1,0
1718,57660,2591.88,In-store,51129.41,72,Urban,2,0
1478,42520,2134.86,Online,25315.72,47,Urban,2,0
810,55,913.11,Online,3229.05,34,Urban,4,0
2851,32602,3716.73,In-store,54942.57,24,Urban,4,0
979,83122,159.58,In-store,93251.35,77,Rural,0,0
4688,44254,506.34,ATM Withdrawal,6868.95,55,Suburban,1,0
4896,10234,172.27,Online,54339.95,65,Urban,1,0
1685,75304,3583.31,ATM Withdrawal,53793.06,58,Suburban,4,0
